C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_30_757.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_30_757.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_30_757.jpg, 0, 0, 0, 8.017896E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_30_875.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_30_875.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_30_875.jpg, 0, 0, 0, 7.907553E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_30_980.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_30_980.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_30_980.jpg, 0, 0, 0, 7.829688E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_31_083.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_31_083.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_31_083.jpg, 0, 0, 0, 7.819201E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_31_184.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_31_184.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_31_184.jpg, 0, 0, 0, 7.840169E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_31_289.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_31_289.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_31_289.jpg, 0, 0, 0, 8.223872E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_31_414.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_31_414.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_31_414.jpg, 0, 0, 0, 7.811103E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_31_536.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_31_536.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_31_536.jpg, 0, 0, 0, 8.011018E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_31_634.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_31_634.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_31_634.jpg, 0, 0, 0, 7.961145E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_31_761.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_31_761.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_31_761.jpg, 0, 0, 0, 8.117104E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_31_862.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_31_862.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_31_862.jpg, 0, 0, 0, 7.733578E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_31_984.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_31_984.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_31_984.jpg, 0, 0, 0, 7.874325E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_32_100.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_32_100.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_32_100.jpg, 0, 0, 0, 7.80636E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_32_199.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_32_199.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_32_199.jpg, 0, 0, 0, 7.808359E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_32_325.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_32_325.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_32_325.jpg, 0, 0, 0, 7.822214E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_32_431.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_32_431.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_32_431.jpg, 0, 0, 0, 7.873798E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_32_541.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_32_541.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_32_541.jpg, -0.3322152, 0, 0, 9.200488E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_32_673.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_32_673.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_32_673.jpg, -0.5250378, 0, 0, 9.786632E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_32_798.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_32_798.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_32_798.jpg, -0.1495998, 0, 0, 8.648825E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_32_899.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_32_899.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_32_899.jpg, 0, 0, 0, 7.892992E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_33_014.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_33_014.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_33_014.jpg, 0, 0, 0, 8.065552E-05
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_33_147.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_33_147.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_33_147.jpg, 0, 0.3872565, 0, 0.5151536
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_33_274.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_33_274.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_33_274.jpg, 0, 0.7672548, 0, 1.423391
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_33_395.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_33_395.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_33_395.jpg, 0, 0.3887925, 0, 2.037713
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_33_534.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_33_534.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_33_534.jpg, 0, 0, 0, 2.160856
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_33_652.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_33_652.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_33_652.jpg, 0, 0, 0, 2.134871
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_33_759.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_33_759.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_33_759.jpg, 0, 0, 0, 2.113457
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_33_864.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_33_864.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_33_864.jpg, 0, 0.0921939, 0, 2.15322
C:\Users\ampat\Downloads\Dhiraj\IMG\center_2023_08_26_06_03_33_983.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\left_2023_08_26_06_03_33_983.jpg, C:\Users\ampat\Downloads\Dhiraj\IMG\right_2023_08_26_06_03_33_983.jpg, 0, 0.4122924, 0, 2.605759
